crop_name,grade,quantity_kg,month,region,base_price,perishability,demand_index,fair_price_kg,listing_price_kg,is_sold,days_to_sell
Tomato,A,1438.9,10,"Anand, Gujarat",24.0,0.85,1.12,29.96,37.13,0,25
Cauliflower,C,1532.4,4,"Indore, Madhya Pradesh",26.0,0.8,1.17,22.54,22.57,1,8
Onion,A,884.7,4,"Guntur, Andhra Pradesh",28.0,0.3,0.96,30.94,35.79,0,25
Groundnut,B,3017.6,6,"Guntur, Andhra Pradesh",72.0,0.1,1.11,81.86,89.2,0,25
Green Chilli,B,3544.8,11,"Koyambedu, Chennai, Tamil Nadu",55.0,0.7,1.38,64.03,68.14,0,25
Brinjal,A,3039.5,8,"Guntur, Andhra Pradesh",22.0,0.75,1.04,22.72,27.71,0,25
Potato,A,63.2,5,"Guntur, Andhra Pradesh",20.0,0.2,1.31,26.15,29.38,0,25
Onion,B,1670.7,7,"Guntur, Andhra Pradesh",28.0,0.3,1.22,24.98,27.42,0,25
Potato,C,2303.8,10,"Koyambedu, Chennai, Tamil Nadu",20.0,0.2,1.1,20.6,18.88,1,5
Soybean,A,2984.7,1,"Ludhiana, Punjab",46.0,0.1,1.34,55.43,61.62,0,25
Cauliflower,C,1858.2,3,"Bengaluru, Karnataka",26.0,0.8,1.26,26.5,30.08,0,25
Rice,B,306.0,5,"Anand, Gujarat",48.0,0.05,0.92,52.22,56.45,0,25
Carrot,A,3197.2,4,"Indore, Madhya Pradesh",34.0,0.5,1.39,38.74,42.29,0,25
Green Chilli,A,2902.1,8,"Bengaluru, Karnataka",55.0,0.7,0.93,55.06,63.29,0,25
Soybean,C,3982.4,9,"Guntur, Andhra Pradesh",46.0,0.1,1.33,43.56,41.56,1,6
Onion,C,1949.2,8,"Nashik, Maharashtra",28.0,0.3,1.26,26.31,25.45,1,4
Cotton,C,1627.7,6,"Nashik, Maharashtra",70.0,0.05,1.36,61.09,71.17,0,25
Onion,A,3026.6,10,"Pune, Maharashtra",28.0,0.3,0.96,24.32,22.32,1,4
Green Chilli,A,879.8,8,"Bengaluru, Karnataka",55.0,0.7,0.95,56.35,68.17,0,25
Carrot,A,1216.4,6,"Pune, Maharashtra",34.0,0.5,1.12,41.92,48.83,0,25
Groundnut,B,191.2,10,"Pune, Maharashtra",72.0,0.1,0.97,62.84,75.54,0,25
Cabbage,B,3781.9,5,"Pune, Maharashtra",18.0,0.6,0.98,18.29,20.18,0,25
Carrot,C,1214.8,11,"Indore, Madhya Pradesh",34.0,0.5,1.27,29.91,28.92,1,4
Soybean,A,2353.8,4,"Nashik, Maharashtra",46.0,0.1,0.97,49.81,42.58,1,3
Cauliflower,C,2492.9,8,"Guntur, Andhra Pradesh",26.0,0.8,0.99,20.9,24.89,0,25
Green Chilli,C,3468.4,7,"Ludhiana, Punjab",55.0,0.7,1.14,39.89,36.6,1,4
Potato,B,2691.5,1,"Guntur, Andhra Pradesh",20.0,0.2,0.93,15.85,14.42,1,5
Groundnut,A,2020.2,6,"Bengaluru, Karnataka",72.0,0.1,1.18,100.69,111.31,0,25
Tomato,C,850.0,12,"Bengaluru, Karnataka",24.0,0.85,1.23,19.07,18.72,1,2
Cauliflower,C,1814.2,1,"Koyambedu, Chennai, Tamil Nadu",26.0,0.8,1.16,21.0,19.91,1,6
Potato,C,2774.1,4,"Bengaluru, Karnataka",20.0,0.2,1.13,21.05,22.54,0,25
Onion,C,3331.2,12,"Bengaluru, Karnataka",28.0,0.3,0.93,26.32,31.88,0,25
Cauliflower,B,949.0,4,"Nashik, Maharashtra",26.0,0.8,1.19,24.38,25.96,0,25
Sugarcane,A,338.6,11,"Ludhiana, Punjab",4.5,0.4,1.14,5.33,5.47,1,5
Onion,C,1974.6,10,"Bengaluru, Karnataka",28.0,0.3,1.18,18.26,16.34,1,6
Sugarcane,C,3232.8,10,"Bengaluru, Karnataka",4.5,0.4,1.21,4.2,4.34,1,2
Sugarcane,B,2543.0,8,"Pune, Maharashtra",4.5,0.4,1.06,4.58,5.08,0,25
Wheat,C,1137.4,6,"Bengaluru, Karnataka",30.0,0.05,1.18,30.39,29.59,1,4
Sugarcane,A,1310.9,1,"Indore, Madhya Pradesh",4.5,0.4,1.39,4.45,3.9,1,4
Wheat,A,2569.6,6,"Indore, Madhya Pradesh",30.0,0.05,1.17,34.51,31.85,1,6
Sugarcane,A,2032.0,5,"Bengaluru, Karnataka",4.5,0.4,1.06,5.73,5.56,1,5
Cabbage,C,667.7,6,"Anand, Gujarat",18.0,0.6,1.28,16.91,19.69,0,25
Cotton,A,3829.0,6,"Anand, Gujarat",70.0,0.05,1.39,80.41,93.43,0,25
Wheat,A,3740.6,8,"Pune, Maharashtra",30.0,0.05,1.32,35.41,35.35,1,4
Groundnut,B,1266.7,8,"Ludhiana, Punjab",72.0,0.1,1.18,74.96,91.9,0,25
Tomato,B,3231.2,11,"Ludhiana, Punjab",24.0,0.85,1.39,20.17,23.33,0,25
Tomato,C,2665.1,4,"Bengaluru, Karnataka",24.0,0.85,1.03,22.82,23.3,1,4
Cauliflower,C,2489.3,4,"Bengaluru, Karnataka",26.0,0.8,1.12,24.44,23.45,1,2
Potato,B,2392.1,12,"Indore, Madhya Pradesh",20.0,0.2,1.38,23.58,23.72,1,8
Groundnut,B,3948.4,5,"Bengaluru, Karnataka",72.0,0.1,1.19,78.53,68.61,1,2
Green Chilli,B,3698.2,8,"Ludhiana, Punjab",55.0,0.7,0.96,48.19,47.22,1,6
Brinjal,A,1230.5,10,"Anand, Gujarat",22.0,0.75,1.0,23.83,21.09,1,3
Cabbage,C,2147.6,9,"Pune, Maharashtra",18.0,0.6,1.05,18.97,16.64,1,5
Groundnut,C,3625.2,6,"Ludhiana, Punjab",72.0,0.1,1.12,61.14,73.6,0,25
Potato,B,1870.2,4,"Indore, Madhya Pradesh",20.0,0.2,1.07,18.74,17.84,1,6
Tomato,A,1672.6,11,"Koyambedu, Chennai, Tamil Nadu",24.0,0.85,1.1,20.19,21.09,1,2
Cauliflower,A,2284.6,1,"Ludhiana, Punjab",26.0,0.8,1.4,32.18,31.56,1,5
Wheat,C,315.1,11,"Ludhiana, Punjab",30.0,0.05,0.94,24.93,22.11,1,4
Onion,C,3392.9,9,"Anand, Gujarat",28.0,0.3,0.94,26.15,32.61,0,25
Sugarcane,A,1889.6,5,"Guntur, Andhra Pradesh",4.5,0.4,1.34,5.48,6.84,0,25
Potato,C,767.6,2,"Ludhiana, Punjab",20.0,0.2,1.19,12.79,14.65,0,25
Brinjal,A,1210.6,10,"Guntur, Andhra Pradesh",22.0,0.75,1.21,23.18,23.32,1,2
Green Chilli,B,3429.5,5,"Anand, Gujarat",55.0,0.7,1.19,57.68,64.11,0,25
Rice,C,3475.6,12,"Ludhiana, Punjab",48.0,0.05,0.98,29.63,34.35,0,25
Rice,B,153.6,2,"Anand, Gujarat",48.0,0.05,1.2,55.74,59.42,0,25
Onion,B,2649.8,4,"Ludhiana, Punjab",28.0,0.3,1.0,22.68,20.76,1,7
Rice,A,592.4,1,"Ludhiana, Punjab",48.0,0.05,1.35,55.39,55.39,1,5
Groundnut,C,244.4,7,"Bengaluru, Karnataka",72.0,0.1,1.12,76.7,71.29,1,6
Cabbage,A,2051.5,3,"Koyambedu, Chennai, Tamil Nadu",18.0,0.6,1.19,22.02,20.56,1,7
Groundnut,C,3981.7,12,"Ludhiana, Punjab",72.0,0.1,1.11,48.68,45.47,1,2
Cauliflower,B,2059.5,5,"Indore, Madhya Pradesh",26.0,0.8,1.37,30.66,31.21,1,8
Onion,B,3354.3,5,"Ludhiana, Punjab",28.0,0.3,1.12,27.82,33.08,0,25
Wheat,A,2592.1,11,"Koyambedu, Chennai, Tamil Nadu",30.0,0.05,1.09,33.04,31.71,1,5
Green Chilli,A,750.6,4,"Anand, Gujarat",55.0,0.7,0.9,67.65,71.54,0,25
Potato,C,291.7,1,"Indore, Madhya Pradesh",20.0,0.2,1.3,16.12,16.1,1,4
Potato,B,3748.4,3,"Anand, Gujarat",20.0,0.2,1.38,16.12,18.49,0,25
Sugarcane,C,3522.4,6,"Anand, Gujarat",4.5,0.4,0.95,3.81,3.7,1,5
Maize,B,3143.9,1,"Ludhiana, Punjab",23.0,0.1,1.07,23.67,28.53,0,25
Tomato,C,233.7,7,"Anand, Gujarat",24.0,0.85,1.09,18.9,17.26,1,2
Maize,A,3953.4,7,"Koyambedu, Chennai, Tamil Nadu",23.0,0.1,0.96,26.44,27.5,1,9
Cotton,C,3434.8,3,"Indore, Madhya Pradesh",70.0,0.05,1.3,65.54,79.29,0,25
Wheat,A,2182.9,11,"Ludhiana, Punjab",30.0,0.05,1.38,36.79,41.11,0,25
Onion,B,3332.8,12,"Indore, Madhya Pradesh",28.0,0.3,1.19,30.27,35.48,0,25
Potato,A,424.4,12,"Koyambedu, Chennai, Tamil Nadu",20.0,0.2,1.1,28.17,33.94,0,25
Onion,A,779.3,5,"Bengaluru, Karnataka",28.0,0.3,1.23,33.5,37.43,0,25
Cauliflower,C,1345.4,3,"Pune, Maharashtra",26.0,0.8,1.09,30.99,28.14,1,5
Cotton,A,239.7,11,"Guntur, Andhra Pradesh",70.0,0.05,1.0,69.51,60.03,1,5
Potato,B,2309.7,1,"Ludhiana, Punjab",20.0,0.2,1.14,16.99,16.78,1,6
Cotton,C,3971.2,8,"Guntur, Andhra Pradesh",70.0,0.05,1.13,59.46,68.26,0,25
Soybean,C,3986.9,6,"Ludhiana, Punjab",46.0,0.1,0.99,39.61,39.07,1,7
Sugarcane,C,431.2,11,"Indore, Madhya Pradesh",4.5,0.4,1.33,4.17,4.85,0,25
Brinjal,C,548.6,9,"Nashik, Maharashtra",22.0,0.75,1.01,14.42,14.9,1,3
Cauliflower,C,3499.6,3,"Pune, Maharashtra",26.0,0.8,1.05,15.62,13.8,1,6
Cauliflower,A,819.8,9,"Guntur, Andhra Pradesh",26.0,0.8,1.32,37.66,35.35,1,2
Groundnut,C,2423.7,9,"Ludhiana, Punjab",72.0,0.1,0.98,62.15,72.72,0,25
Green Chilli,C,3791.3,12,"Bengaluru, Karnataka",55.0,0.7,1.17,46.65,46.64,1,3
Potato,C,650.6,12,"Bengaluru, Karnataka",20.0,0.2,1.37,18.89,18.16,1,7
Brinjal,B,3889.4,9,"Guntur, Andhra Pradesh",22.0,0.75,1.35,16.61,17.23,1,3
Wheat,A,2847.9,5,"Koyambedu, Chennai, Tamil Nadu",30.0,0.05,1.23,32.13,34.94,0,25
Onion,A,618.0,3,"Guntur, Andhra Pradesh",28.0,0.3,1.31,34.24,39.58,0,25
Sugarcane,A,2602.0,3,"Guntur, Andhra Pradesh",4.5,0.4,1.1,4.37,3.84,1,6
Wheat,A,2917.6,2,"Guntur, Andhra Pradesh",30.0,0.05,1.19,38.42,42.99,0,25
Rice,B,1138.1,11,"Anand, Gujarat",48.0,0.05,1.06,39.28,41.62,0,25
Sugarcane,C,2658.7,4,"Indore, Madhya Pradesh",4.5,0.4,1.05,3.55,3.19,1,5
Carrot,A,1398.4,12,"Koyambedu, Chennai, Tamil Nadu",34.0,0.5,1.04,38.4,46.33,0,25
Onion,C,2360.7,7,"Indore, Madhya Pradesh",28.0,0.3,1.34,24.57,27.68,0,25
Sugarcane,B,2115.2,4,"Pune, Maharashtra",4.5,0.4,0.94,4.59,5.49,0,25
Rice,C,3854.8,12,"Indore, Madhya Pradesh",48.0,0.05,1.11,28.19,31.16,0,25
Cotton,B,2579.0,5,"Pune, Maharashtra",70.0,0.05,1.06,71.47,70.95,1,2
Groundnut,B,2005.2,10,"Bengaluru, Karnataka",72.0,0.1,1.2,65.33,72.92,0,25
Onion,C,2446.2,9,"Indore, Madhya Pradesh",28.0,0.3,1.18,19.66,21.96,0,25
Tomato,C,3360.9,10,"Koyambedu, Chennai, Tamil Nadu",24.0,0.85,1.22,18.71,16.64,1,2
Sugarcane,A,2706.8,10,"Ludhiana, Punjab",4.5,0.4,1.35,5.22,5.99,0,25
Green Chilli,C,2314.7,8,"Indore, Madhya Pradesh",55.0,0.7,1.16,40.29,49.4,0,25
Cotton,C,3636.9,11,"Guntur, Andhra Pradesh",70.0,0.05,1.01,49.46,48.55,1,4
Brinjal,A,1466.4,5,"Indore, Madhya Pradesh",22.0,0.75,1.24,29.66,29.39,1,8
Wheat,B,1859.9,6,"Nashik, Maharashtra",30.0,0.05,1.4,32.49,30.34,1,6
Cauliflower,C,1635.2,12,"Ludhiana, Punjab",26.0,0.8,1.07,21.92,25.78,0,25
Cotton,B,1439.6,6,"Koyambedu, Chennai, Tamil Nadu",70.0,0.05,1.17,85.27,83.28,1,4
Maize,C,1654.0,11,"Koyambedu, Chennai, Tamil Nadu",23.0,0.1,1.21,19.14,21.16,0,25
Sugarcane,B,3431.1,5,"Bengaluru, Karnataka",4.5,0.4,1.14,4.94,4.91,1,3
Potato,B,799.7,2,"Nashik, Maharashtra",20.0,0.2,1.06,17.99,18.93,0,25
Soybean,C,2176.1,9,"Pune, Maharashtra",46.0,0.1,1.1,41.35,36.65,1,4
Maize,C,625.8,5,"Guntur, Andhra Pradesh",23.0,0.1,1.07,19.76,19.59,1,3
Brinjal,A,2301.9,10,"Pune, Maharashtra",22.0,0.75,0.94,23.46,20.32,1,4
Soybean,B,936.7,8,"Nashik, Maharashtra",46.0,0.1,1.25,49.55,46.46,1,6
Carrot,C,99.1,3,"Bengaluru, Karnataka",34.0,0.5,1.02,37.95,44.98,0,25
Brinjal,C,784.9,7,"Bengaluru, Karnataka",22.0,0.75,1.16,22.67,22.89,1,6
Maize,B,3197.3,12,"Pune, Maharashtra",23.0,0.1,1.08,24.52,24.42,1,7
Rice,B,3834.5,2,"Ludhiana, Punjab",48.0,0.05,0.97,43.17,51.54,0,25
Groundnut,A,3925.0,2,"Anand, Gujarat",72.0,0.1,1.29,80.46,78.48,1,7
Cabbage,A,2823.5,12,"Ludhiana, Punjab",18.0,0.6,1.39,17.65,20.8,0,25
Rice,B,3354.6,10,"Pune, Maharashtra",48.0,0.05,1.13,38.81,33.99,1,6
Tomato,C,2618.6,9,"Indore, Madhya Pradesh",24.0,0.85,1.35,22.65,23.57,1,7
Onion,C,3821.2,2,"Ludhiana, Punjab",28.0,0.3,1.04,18.63,16.04,1,4
Brinjal,C,900.1,7,"Anand, Gujarat",22.0,0.75,1.13,24.27,25.86,0,25
Soybean,B,2300.9,4,"Ludhiana, Punjab",46.0,0.1,1.34,49.99,53.28,0,25
Soybean,C,3885.0,1,"Ludhiana, Punjab",46.0,0.1,0.93,36.25,41.75,0,25
Cabbage,A,301.3,10,"Koyambedu, Chennai, Tamil Nadu",18.0,0.6,1.11,24.78,30.77,0,25
Sugarcane,A,2615.2,1,"Anand, Gujarat",4.5,0.4,1.15,4.44,3.99,1,2
Brinjal,C,1556.1,7,"Guntur, Andhra Pradesh",22.0,0.75,1.14,20.25,19.73,1,3
Brinjal,B,779.0,2,"Indore, Madhya Pradesh",22.0,0.75,1.1,21.31,20.05,1,7
Soybean,A,3019.7,8,"Ludhiana, Punjab",46.0,0.1,1.16,56.76,70.54,0,25
Tomato,C,715.6,2,"Ludhiana, Punjab",24.0,0.85,1.38,18.81,19.97,0,25
Tomato,B,159.2,5,"Guntur, Andhra Pradesh",24.0,0.85,1.35,20.28,24.99,0,25
Rice,C,2164.1,3,"Indore, Madhya Pradesh",48.0,0.05,1.39,41.51,36.89,1,5
Potato,C,748.9,10,"Ludhiana, Punjab",20.0,0.2,1.12,18.94,19.94,0,25
Cotton,B,203.2,10,"Nashik, Maharashtra",70.0,0.05,1.17,54.84,67.63,0,25
Onion,B,1428.8,2,"Pune, Maharashtra",28.0,0.3,0.99,18.55,19.46,1,6
Cabbage,B,2214.5,11,"Indore, Madhya Pradesh",18.0,0.6,1.09,17.28,17.78,1,3
Cauliflower,A,1494.5,4,"Ludhiana, Punjab",26.0,0.8,1.02,30.71,31.07,1,4
Maize,B,409.3,9,"Koyambedu, Chennai, Tamil Nadu",23.0,0.1,1.23,21.47,26.08,0,25
Cabbage,C,2590.6,9,"Guntur, Andhra Pradesh",18.0,0.6,1.04,16.91,16.36,1,5
Brinjal,B,1987.3,2,"Guntur, Andhra Pradesh",22.0,0.75,1.15,25.71,25.16,1,5
Brinjal,B,3094.8,5,"Indore, Madhya Pradesh",22.0,0.75,1.25,21.44,26.34,0,25
Wheat,C,1288.9,11,"Anand, Gujarat",30.0,0.05,0.92,25.59,22.04,1,6
Brinjal,A,257.1,9,"Ludhiana, Punjab",22.0,0.75,1.31,25.26,26.77,0,25
Potato,C,2811.8,11,"Ludhiana, Punjab",20.0,0.2,1.36,16.21,14.42,1,6
Maize,A,2870.4,2,"Ludhiana, Punjab",23.0,0.1,1.15,24.31,21.1,1,3
Maize,C,68.7,5,"Koyambedu, Chennai, Tamil Nadu",23.0,0.1,1.02,21.45,25.21,0,25
Cotton,B,3315.0,7,"Anand, Gujarat",70.0,0.05,1.09,71.29,64.64,1,3
Soybean,B,2303.6,11,"Guntur, Andhra Pradesh",46.0,0.1,1.33,39.6,43.58,0,25
Rice,C,2776.6,7,"Pune, Maharashtra",48.0,0.05,1.11,41.7,50.47,0,25
Cotton,B,91.2,10,"Pune, Maharashtra",70.0,0.05,1.25,68.7,59.54,1,5
Potato,C,2568.5,2,"Bengaluru, Karnataka",20.0,0.2,0.96,16.1,14.87,1,3
Groundnut,B,2168.2,5,"Guntur, Andhra Pradesh",72.0,0.1,1.04,68.95,74.33,0,25
Onion,A,3803.3,4,"Guntur, Andhra Pradesh",28.0,0.3,1.18,30.9,38.57,0,25
Carrot,B,953.1,2,"Koyambedu, Chennai, Tamil Nadu",34.0,0.5,1.32,33.19,30.66,1,6
Sugarcane,A,2480.5,7,"Bengaluru, Karnataka",4.5,0.4,1.12,6.05,5.24,1,6
Sugarcane,A,1305.8,12,"Bengaluru, Karnataka",4.5,0.4,1.18,5.19,6.38,0,25
Green Chilli,B,1875.0,6,"Anand, Gujarat",55.0,0.7,1.35,54.98,67.56,0,25
Cauliflower,A,2527.5,3,"Bengaluru, Karnataka",26.0,0.8,1.07,34.75,39.56,0,25
Tomato,B,2426.6,4,"Koyambedu, Chennai, Tamil Nadu",24.0,0.85,1.04,28.35,27.7,1,3
Onion,B,2895.9,10,"Nashik, Maharashtra",28.0,0.3,1.26,26.25,25.69,1,2
Maize,A,1555.8,1,"Bengaluru, Karnataka",23.0,0.1,1.18,32.31,29.01,1,3
Soybean,A,2613.0,1,"Koyambedu, Chennai, Tamil Nadu",46.0,0.1,1.36,55.6,68.1,0,25
Soybean,B,2483.4,11,"Pune, Maharashtra",46.0,0.1,1.12,40.02,43.82,0,25
Green Chilli,C,3681.7,8,"Indore, Madhya Pradesh",55.0,0.7,0.98,29.01,30.88,0,25
Green Chilli,A,2566.5,5,"Anand, Gujarat",55.0,0.7,0.99,91.65,110.23,0,25
Green Chilli,C,3231.5,7,"Nashik, Maharashtra",55.0,0.7,0.97,32.97,34.09,1,7
Cauliflower,A,3368.5,3,"Guntur, Andhra Pradesh",26.0,0.8,1.08,33.2,33.77,1,7
Carrot,B,1384.3,6,"Indore, Madhya Pradesh",34.0,0.5,1.23,34.14,30.84,1,4
Rice,A,818.7,10,"Bengaluru, Karnataka",48.0,0.05,1.34,53.74,65.03,0,25
Cauliflower,B,1262.3,11,"Ludhiana, Punjab",26.0,0.8,1.1,18.59,19.3,1,6
Carrot,B,837.7,1,"Guntur, Andhra Pradesh",34.0,0.5,1.07,31.9,39.07,0,25
Brinjal,A,2791.2,1,"Indore, Madhya Pradesh",22.0,0.75,1.09,22.25,24.85,0,25
Wheat,C,1637.4,11,"Anand, Gujarat",30.0,0.05,1.29,28.3,29.36,1,8
Potato,B,3735.4,10,"Ludhiana, Punjab",20.0,0.2,1.21,21.55,24.66,0,25
Maize,A,388.7,2,"Koyambedu, Chennai, Tamil Nadu",23.0,0.1,0.9,29.35,34.96,0,25
Green Chilli,B,644.9,12,"Bengaluru, Karnataka",55.0,0.7,1.01,61.36,72.79,0,25
Green Chilli,C,3622.8,10,"Ludhiana, Punjab",55.0,0.7,1.12,44.06,42.8,1,6
Potato,A,517.8,7,"Anand, Gujarat",20.0,0.2,1.36,27.25,27.63,1,6
Soybean,B,3399.6,12,"Pune, Maharashtra",46.0,0.1,1.02,52.55,63.78,0,25
Onion,A,1917.6,7,"Anand, Gujarat",28.0,0.3,1.14,39.54,45.74,0,25
Cabbage,C,2360.3,8,"Ludhiana, Punjab",18.0,0.6,0.99,17.88,21.97,0,25
Cabbage,B,3551.6,2,"Ludhiana, Punjab",18.0,0.6,0.93,11.5,10.4,1,3
Brinjal,A,828.7,11,"Koyambedu, Chennai, Tamil Nadu",22.0,0.75,1.22,23.06,26.86,0,25
Green Chilli,C,2506.4,1,"Indore, Madhya Pradesh",55.0,0.7,1.2,56.96,71.01,0,25
Green Chilli,B,1157.0,9,"Bengaluru, Karnataka",55.0,0.7,1.16,73.05,88.56,0,25
Tomato,C,1261.2,12,"Bengaluru, Karnataka",24.0,0.85,1.12,17.8,18.21,1,2
Groundnut,C,367.0,11,"Indore, Madhya Pradesh",72.0,0.1,1.18,59.37,65.29,0,25
Groundnut,C,1553.7,5,"Nashik, Maharashtra",72.0,0.1,1.35,75.93,76.08,1,2
Soybean,B,1498.8,6,"Guntur, Andhra Pradesh",46.0,0.1,1.16,51.41,58.24,0,25
Potato,B,812.0,9,"Pune, Maharashtra",20.0,0.2,1.04,21.76,19.22,1,4
Soybean,A,3588.5,9,"Ludhiana, Punjab",46.0,0.1,0.91,52.81,50.02,1,3
Onion,A,3461.6,2,"Bengaluru, Karnataka",28.0,0.3,0.9,31.49,26.94,1,5
Cotton,C,2351.9,3,"Koyambedu, Chennai, Tamil Nadu",70.0,0.05,1.38,77.08,75.72,1,6
Cabbage,A,597.9,12,"Nashik, Maharashtra",18.0,0.6,1.36,18.28,22.31,0,25
Potato,A,1760.2,1,"Koyambedu, Chennai, Tamil Nadu",20.0,0.2,1.24,22.24,22.35,1,6
Rice,B,3952.3,12,"Bengaluru, Karnataka",48.0,0.05,1.2,47.98,44.35,1,3
Soybean,C,780.5,8,"Nashik, Maharashtra",46.0,0.1,0.9,39.5,35.85,1,4
Rice,C,3058.6,12,"Koyambedu, Chennai, Tamil Nadu",48.0,0.05,0.99,36.01,42.83,0,25
Sugarcane,A,2559.4,7,"Anand, Gujarat",4.5,0.4,1.2,5.2,5.01,1,4
Cotton,B,77.6,9,"Bengaluru, Karnataka",70.0,0.05,1.35,83.92,94.28,0,25
Wheat,A,298.0,1,"Koyambedu, Chennai, Tamil Nadu",30.0,0.05,1.07,39.24,46.19,0,25
Onion,C,3909.8,1,"Indore, Madhya Pradesh",28.0,0.3,1.24,16.46,16.09,1,6
Maize,B,1086.6,10,"Koyambedu, Chennai, Tamil Nadu",23.0,0.1,1.32,20.27,21.12,1,5
Sugarcane,B,3996.4,9,"Ludhiana, Punjab",4.5,0.4,1.0,4.38,4.75,0,25
Tomato,C,1886.5,7,"Ludhiana, Punjab",24.0,0.85,1.13,25.62,31.74,0,25
Carrot,B,611.2,3,"Indore, Madhya Pradesh",34.0,0.5,1.28,33.47,34.07,1,2
Potato,B,640.1,11,"Guntur, Andhra Pradesh",20.0,0.2,1.08,18.38,22.28,0,25
Potato,C,424.6,4,"Anand, Gujarat",20.0,0.2,1.1,19.27,17.53,1,3
Tomato,B,1248.9,3,"Guntur, Andhra Pradesh",24.0,0.85,1.38,24.17,25.25,1,7
Brinjal,B,3877.9,8,"Anand, Gujarat",22.0,0.75,0.93,20.81,25.69,0,25
Onion,B,1192.8,10,"Indore, Madhya Pradesh",28.0,0.3,1.02,26.84,27.28,1,2
Wheat,C,2540.3,6,"Anand, Gujarat",30.0,0.05,1.24,26.07,26.63,1,3
Potato,C,2912.8,6,"Pune, Maharashtra",20.0,0.2,1.3,19.65,24.33,0,25
Onion,A,1697.2,6,"Indore, Madhya Pradesh",28.0,0.3,1.0,28.89,28.33,1,3
Cotton,B,2242.2,5,"Indore, Madhya Pradesh",70.0,0.05,1.19,68.85,62.02,1,3
Soybean,C,2391.7,12,"Bengaluru, Karnataka",46.0,0.1,1.02,44.77,52.73,0,25
Carrot,C,1288.2,1,"Indore, Madhya Pradesh",34.0,0.5,1.34,24.2,23.68,1,5
Carrot,C,1825.5,2,"Pune, Maharashtra",34.0,0.5,1.29,27.54,32.13,0,25
Wheat,C,3398.7,6,"Anand, Gujarat",30.0,0.05,0.93,24.7,24.23,1,7
Carrot,C,3828.8,5,"Anand, Gujarat",34.0,0.5,1.14,33.19,32.38,1,7
Rice,C,2440.1,10,"Bengaluru, Karnataka",48.0,0.05,1.05,40.6,43.01,0,25
Cauliflower,B,1720.8,7,"Bengaluru, Karnataka",26.0,0.8,1.31,34.27,29.28,1,3
Potato,B,2624.0,1,"Nashik, Maharashtra",20.0,0.2,1.28,18.22,22.12,0,25
Potato,B,670.1,9,"Guntur, Andhra Pradesh",20.0,0.2,1.12,22.09,21.55,1,7
Carrot,B,2445.8,12,"Bengaluru, Karnataka",34.0,0.5,1.04,28.68,24.57,1,2
Green Chilli,C,609.9,6,"Indore, Madhya Pradesh",55.0,0.7,1.32,38.82,38.82,1,2
Brinjal,C,753.1,7,"Ludhiana, Punjab",22.0,0.75,1.21,20.03,19.62,1,6
Tomato,C,2883.2,12,"Nashik, Maharashtra",24.0,0.85,0.97,12.75,11.16,1,2
Potato,A,978.3,12,"Anand, Gujarat",20.0,0.2,1.28,27.16,27.57,1,7
Carrot,B,1694.6,9,"Nashik, Maharashtra",34.0,0.5,1.29,35.8,40.38,0,25
Cauliflower,A,678.3,8,"Bengaluru, Karnataka",26.0,0.8,1.28,38.87,33.92,1,5
Tomato,A,217.5,8,"Bengaluru, Karnataka",24.0,0.85,1.01,29.74,28.05,1,3
Cotton,A,1580.7,6,"Ludhiana, Punjab",70.0,0.05,1.22,77.96,75.3,1,2
Groundnut,C,318.4,9,"Guntur, Andhra Pradesh",72.0,0.1,1.0,66.88,57.81,1,3
Carrot,A,368.5,12,"Ludhiana, Punjab",34.0,0.5,1.34,29.22,29.48,1,3
Tomato,C,2247.2,5,"Pune, Maharashtra",24.0,0.85,1.16,21.81,19.93,1,3
Cabbage,B,1341.9,4,"Ludhiana, Punjab",18.0,0.6,1.03,19.11,16.46,1,4
Soybean,C,780.1,4,"Guntur, Andhra Pradesh",46.0,0.1,0.92,40.73,47.73,0,25
Groundnut,A,2956.0,10,"Bengaluru, Karnataka",72.0,0.1,1.05,72.85,79.21,0,25
Wheat,B,2608.9,1,"Indore, Madhya Pradesh",30.0,0.05,1.01,27.75,33.47,0,25
Cotton,B,144.1,9,"Bengaluru, Karnataka",70.0,0.05,0.91,85.22,79.47,1,7
Brinjal,C,3937.7,8,"Ludhiana, Punjab",22.0,0.75,1.2,15.47,14.17,1,4
Cauliflower,C,3436.6,11,"Pune, Maharashtra",26.0,0.8,1.02,15.1,17.99,0,25
Cabbage,A,3724.1,5,"Nashik, Maharashtra",18.0,0.6,1.05,17.41,17.45,1,5
Potato,A,900.5,6,"Nashik, Maharashtra",20.0,0.2,1.0,20.17,17.76,1,3
Tomato,B,1243.1,2,"Nashik, Maharashtra",24.0,0.85,1.03,22.47,27.46,0,25
Maize,A,2989.8,11,"Koyambedu, Chennai, Tamil Nadu",23.0,0.1,1.24,33.61,34.97,1,2
Onion,C,3485.7,8,"Bengaluru, Karnataka",28.0,0.3,1.19,28.35,30.42,0,25
Wheat,A,2939.2,2,"Indore, Madhya Pradesh",30.0,0.05,0.98,34.7,29.91,1,4
Cotton,B,3893.0,3,"Guntur, Andhra Pradesh",70.0,0.05,1.19,74.65,64.77,1,2
Sugarcane,B,1942.7,12,"Pune, Maharashtra",4.5,0.4,1.3,4.28,5.13,0,25
