distance_km,cargo_weight_kg,crop_name,perishability,vehicle_type,base_component,distance_component,weight_component,perishability_component,fair_freight
326.8,1428.0,Cauliflower,0.8,Mini Truck,300.0,5556.0,373.0,471.0,6805.0
51.6,1428.0,Tomato,0.85,Mini Truck,300.0,877.0,59.0,79.0,1300.0
541.7,1026.0,Cotton,0.05,Pickup,300.0,7584.0,445.0,49.0,8287.0
69.7,4471.0,Tomato,0.85,Heavy Truck,300.0,1533.0,249.0,107.0,2202.0
537.8,2760.0,Onion,0.3,Mini Truck,300.0,9143.0,1187.0,290.0,11140.0
536.0,587.0,Soybean,0.1,Pickup,300.0,7504.0,252.0,96.0,7973.0
255.3,4354.0,Potato,0.2,Heavy Truck,300.0,5617.0,889.0,92.0,7087.0
389.9,1310.0,Soybean,0.1,Mini Truck,300.0,6628.0,409.0,70.0,7749.0
164.8,2737.0,Brinjal,0.75,Mini Truck,300.0,2802.0,361.0,222.0,3681.0
434.9,6993.0,Cabbage,0.6,Heavy Truck,300.0,9568.0,2433.0,470.0,12459.0
117.4,2494.0,Rice,0.05,Mini Truck,300.0,1996.0,234.0,11.0,2562.0
69.7,1825.0,Cotton,0.05,Mini Truck,300.0,1185.0,102.0,6.0,1539.0
536.5,5499.0,Rice,0.05,Heavy Truck,300.0,11803.0,2360.0,48.0,14726.0
20.4,4386.0,Rice,0.05,Heavy Truck,300.0,449.0,72.0,2.0,847.0
205.5,2035.0,Soybean,0.1,Mini Truck,300.0,3494.0,335.0,37.0,4320.0
198.2,2712.0,Soybean,0.1,Mini Truck,300.0,3369.0,430.0,36.0,4036.0
486.6,1964.0,Rice,0.05,Mini Truck,300.0,8272.0,765.0,44.0,9175.0
201.9,3670.0,Cabbage,0.6,Heavy Truck,300.0,4442.0,593.0,218.0,5446.0
162.4,1540.0,Green Chilli,0.7,Mini Truck,300.0,2761.0,200.0,205.0,3359.0
622.5,3735.0,Brinjal,0.75,Heavy Truck,300.0,13695.0,1860.0,840.0,17384.0
172.8,357.0,Brinjal,0.75,Pickup,300.0,2419.0,49.0,233.0,3091.0
241.7,2087.0,Wheat,0.05,Mini Truck,300.0,4109.0,404.0,22.0,4749.0
369.7,2748.0,Cabbage,0.6,Mini Truck,300.0,6285.0,813.0,399.0,8148.0
364.9,2470.0,Carrot,0.5,Mini Truck,300.0,6203.0,721.0,328.0,7433.0
227.6,5847.0,Cabbage,0.6,Heavy Truck,300.0,5007.0,1065.0,246.0,6866.0
114.4,5338.0,Cauliflower,0.8,Heavy Truck,300.0,2517.0,489.0,165.0,3529.0
609.0,5668.0,Green Chilli,0.7,Heavy Truck,300.0,13398.0,2761.0,767.0,17482.0
572.6,6456.0,Cotton,0.05,Heavy Truck,300.0,12597.0,2957.0,52.0,16174.0
15.3,4028.0,Sugarcane,0.4,Heavy Truck,300.0,337.0,49.0,11.0,726.0
569.1,3011.0,Green Chilli,0.7,Mini Truck,300.0,9675.0,1371.0,717.0,11808.0
394.6,5893.0,Carrot,0.5,Heavy Truck,300.0,8681.0,1860.0,355.0,11157.0
38.7,3260.0,Sugarcane,0.4,Mini Truck,300.0,658.0,101.0,28.0,1097.0
138.9,360.0,Cabbage,0.6,Pickup,300.0,1945.0,40.0,150.0,2512.0
227.7,1041.0,Cauliflower,0.8,Pickup,300.0,3188.0,190.0,328.0,4187.0
145.9,1996.0,Wheat,0.05,Mini Truck,300.0,2480.0,233.0,13.0,3107.0
400.7,2874.0,Brinjal,0.75,Mini Truck,300.0,6812.0,921.0,541.0,8630.0
287.5,3205.0,Cauliflower,0.8,Mini Truck,300.0,4888.0,737.0,414.0,6434.0
175.3,213.0,Groundnut,0.1,Pickup,300.0,2454.0,30.0,32.0,2730.0
458.2,6000.0,Tomato,0.85,Heavy Truck,300.0,10080.0,2199.0,701.0,13792.0
564.6,3089.0,Tomato,0.85,Mini Truck,300.0,9598.0,1395.0,864.0,11764.0
177.0,3138.0,Onion,0.3,Mini Truck,300.0,3009.0,444.0,96.0,3723.0
626.6,1583.0,Cauliflower,0.8,Mini Truck,300.0,10652.0,794.0,902.0,12439.0
618.9,5039.0,Carrot,0.5,Heavy Truck,300.0,13616.0,2495.0,557.0,16446.0
261.0,5822.0,Brinjal,0.75,Heavy Truck,300.0,5742.0,1216.0,352.0,7602.0
218.5,4603.0,Onion,0.3,Heavy Truck,300.0,4807.0,805.0,118.0,6083.0
333.3,6611.0,Soybean,0.1,Heavy Truck,300.0,7333.0,1763.0,60.0,9159.0
324.5,2118.0,Cabbage,0.6,Mini Truck,300.0,5516.0,550.0,350.0,6984.0
447.2,1510.0,Groundnut,0.1,Mini Truck,300.0,7602.0,540.0,80.0,8341.0
